questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.07-146,en,ru,What should you anticipate?,"You see that the truck wants to turn in front of you. The vehicle obscures the view of the traffic, so you need to adjust your speed. The truck probably swings out to take the curve. He might stop abruptly to let pedestrians or other road users pass.",- will swing outwards even more,- will come to a sudden stop,- will remain stationary in the right-hand lane,,Чего следует ожидать?,"Вы видите, что грузовик перед Вами хочет повернуть. Транспортное средство закрывает обзор движения, поэтому нужно адаптировать скорость. Грузовик, вероятно, сместится наружу, чтобы пройти поворот. Он также может внезапно остановиться, чтобы пропустить пешеходов или других участников движения.",- он ещё сильнее сместится наружу,- он внезапно остановится,- он останется стоять на правой полосе,
1.1.07-147,en,ru,What must you watch out for now?,"You want to turn right, so does the car driver in front of you. The pedestrian traffic light of the cross street into which you want to turn shows green, and the pedestrian has priority. It is possible that your car in front will pull up and stop soon after to let the pedestrian pass. On the right you can also see a cyclist. The cyclist could drive past your vehicle on the right and circle your turning vehicle on the left. Avoid this danger.",For the vehicle on the road ahead,For the bicycle,For the motorbike,,На что нужно обратить внимание сейчас?,"Вы хотите повернуть направо, как и водитель автомобиля перед Вами. Пешеходный светофор на поперечной улице, куда Вы хотите повернуть, показывает зелёный, и пешеход имеет приоритет. Возможно, автомобиль перед Вами вскоре остановится, чтобы пропустить пешехода. Справа также виден велосипедист. Он может проехать справа от Вашего автомобиля и обойти поворачивающий автомобиль слева. Избегайте этой опасности.",На транспортное средство впереди на дороге,На велосипед,На мотоцикл,
1.1.07-148,en,ru,Why are you required to stop here?,The cyclist must be given priority because she is on the right-of-way. Wait until the cyclist has passed the vehicles and driven through.,Because of the cyclist,Because of the green car,Because of the pedestrian,,Почему здесь нужно остановиться?,"Велосипедистке нужно предоставить приоритет, потому что она находится на дороге с преимуществом. Подождите, пока велосипедистка проедет мимо транспортных средств и пересечёт участок.",Из-за велосипедиста,Из-за зелёного автомобиля,Из-за пешехода,
1.1.07-149,en,ru,Why are you required to stop here?,The traffic on the main road is jammed. The red car drives around the parked vehicles to turn left. You have to wait and let this car pass as it has priority.,Because of the red car,Because of the cyclist,Because of the pedestrian,,Почему здесь нужно остановиться?,"На главной дороге затор. Красный автомобиль объезжает припаркованные автомобили, чтобы повернуть налево. Вы должны подождать и пропустить этот автомобиль, так как он имеет приоритет.",Из-за красного автомобиля,Из-за велосипедиста,Из-за пешехода,
1.1.07-150,en,ru,What is the right course of action now?,"When an animal walks on the road from the right, an evasive maneuver is a natural reflex. However, this can have far more fatal consequences than keeping the track. An evasive maneuver to the right may lead into the roadside ditch, one to the left may lead to a collision with oncoming traffic. It's safest to continue straight ahead.",I keep a tight hold of the steering wheel and keep it pointed straight ahead,I swerve to the left,I swerve to the right,,Как правильно поступить сейчас?,"Когда животное выходит на дорогу справа, естественная реакция — попытаться объехать его. Однако это может иметь гораздо более тяжёлые последствия, чем сохранение траектории. Объезд вправо может привести в кювет, а объезд влево — к столкновению со встречным транспортом. Безопаснее всего продолжать движение прямо.",Я крепко держу рулевое колесо и направляю его прямо,Я уклоняюсь влево,Я уклоняюсь вправо,
1.1.07-151,en,ru,What should you do now?,"You can see that the animal is about to run on the road. Horns may help stop it. In addition, you should initiate emergency braking to reduce a potential collision. Do not dodge! This rather leads to accidents with personal injury than a collision with an animal.",I perform an emergency braking manoeuvre,I sound my horn,I swerve to the left,,Что следует сделать сейчас?,"Вы видите, что животное вот-вот выбежит на дорогу. Звуковой сигнал может помочь остановить его. Кроме того, следует начать экстренное торможение, чтобы уменьшить возможное столкновение. Не уклоняйтесь! Это скорее приведёт к ДТП с пострадавшими, чем столкновение с животным.",Я выполняю экстренное торможение,Я подаю звуковой сигнал,Я уклоняюсь влево,
1.1.07-152-M,en,ru,What must you look out for when the traffic lights turn green?,"While you wait at the red light, a motorcyclist pushes past the waiting vehicles. When the traffic light switches to green you should pay attention to the motorcyclist and let him pass before he initiates a risky overtaking maneuver. But you should also let the pedestrian cross the road, which is still on the road despite it being green.",For [the pedestrian],For the motorbike,For oncoming traffic,,"На что нужно обратить внимание, когда светофор переключится на зелёный?","Пока Вы ждёте на красный сигнал, мотоциклист протискивается мимо ожидающих автомобилей. Когда светофор переключится на зелёный, обратите внимание на мотоциклиста и пропустите его, прежде чем он начнёт рискованный обгон. Также нужно дать пешеходу закончить переход, хотя для Вас уже загорелся зелёный.",На [пешехода],На мотоцикл,На встречный транспорт,
1.1.07-153-M,en,ru,What must you be prepared for in this situation?,The truck blocks your view. You can therefore recognize neither the oncoming traffic nor traffic signs behind the truck. Approach the vehicle at low speed. Look for oncoming traffic (they have priority) and keep your distance to the open driver's door when driving around. The driver of the truck could suddenly get out and jump onto the road.,That oncoming traffic will appear,That the truck driver will jump down onto the carriageway,That traffic signs are concealed behind the truck,,К чему нужно быть готовым в этой ситуации?,"Грузовик закрывает обзор. Поэтому Вы не можете распознать ни встречный транспорт, ни дорожные знаки за грузовиком. Подъезжайте к автомобилю на низкой скорости. Следите за встречным транспортом (он имеет приоритет) и держите дистанцию до открытой водительской двери при объезде. Водитель грузовика может внезапно выйти и спрыгнуть на дорогу.",Появится встречный транспорт,Водитель грузовика спрыгнет на проезжую часть,Дорожные знаки скрыты за грузовиком,
1.1.07-154,en,ru,What should you do when driving through a tunnel?,"When driving through a tunnel, proceed as follows: Make sure to pay attention to the safety distance and orient yourself on the right-hand side of the road in order to avoid glare from oncoming traffic. Get an overview of safety devices so you know where the nearest emergency exit and emergency telephone are located.","In a tunnel with oncoming traffic, I position myself towards the right-hand edge of the roadway",I memorise the safety features such as emergency exits and emergency telephones,"I drive with a reduced distance to the vehicle ahead, so that I can use its tail lights as a guide",,Что следует делать при движении через тоннель?,"При движении через тоннель действуйте так: обязательно соблюдайте безопасную дистанцию и ориентируйтесь по правой стороне дороги, чтобы избежать ослепления встречным транспортом. Осмотритесь, где расположены средства безопасности, чтобы знать, где ближайший аварийный выход и телефон экстренной связи.",В тоннеле со встречным движением я держусь ближе к правому краю проезжей части,"Я запоминаю средства безопасности, такие как аварийные выходы и телефоны экстренной связи","Я еду с уменьшенной дистанцией до впереди идущего автомобиля, чтобы ориентироваться по его задним фонарям",
1.1.07-155-M,en,ru,What must you watch out for now?,"You intend to turn left. Two cyclists move in the same direction. You must pay particular attention to these, as they could also turn into the street without notice.",For [the cyclist] on the left,For [the cyclist] on the right,For [the green car],,На что нужно обратить внимание сейчас?,"Вы собираетесь повернуть налево. Два велосипедиста движутся в том же направлении. На них нужно обратить особое внимание, так как они также могут без предупреждения повернуть на эту улицу.",На [велосипедиста] слева,На [велосипедиста] справа,На [зелёный автомобиль],
1.1.07-156-M,en,ru,What should you do now?,"Since the dog (from the right) seems to be walking into the street, please perform emergency braking and keep the steering wheel straight and steady.",I perform an emergency braking manoeuvre,I hold the steering wheel straight and firmly,I steer to the left,,Что следует сделать сейчас?,"Поскольку собака справа, похоже, выходит на дорогу, выполните экстренное торможение и держите рулевое колесо прямо и устойчиво.",Я выполняю экстренное торможение,Я держу рулевое колесо прямо и крепко,Я поворачиваю влево,
1.1.07-157-M,en,ru,For what should your prepare yourself in this situation?,Please be prepared for people behind the bus to enter the lane and for the bus to swerve and briefly enter your lane.,"As it begins moving, the bus will swing out onto my side of the road",People will cross the road at the rear of the bus,The quad suddenly starts to move,,К чему нужно подготовиться в этой ситуации?,"Будьте готовы к тому, что люди позади автобуса выйдут на проезжую часть, а автобус при трогании сместится и ненадолго зайдёт на Вашу полосу.",При начале движения автобус сместится на мою сторону дороги,Люди будут переходить дорогу позади автобуса,Квадроцикл внезапно начнёт движение,
1.1.07-158,en,ru,What kind of behaviour must you anticipate from cyclists?,"All 3 answers are correct. Cyclists use one-way streets in both directions, they may not have lights in the dark or they may ride on the wrong side of cycle paths.",- one-way roads in both directions,- the wrong side of cycle paths,- no lights when it is dark,,Какого поведения следует ожидать от велосипедистов?,"Все 3 ответа правильные. Велосипедисты могут использовать улицы с односторонним движением в обоих направлениях, ездить без света в темноте или ехать по неправильной стороне велосипедных дорожек.",- движения по улицам с односторонним движением в обоих направлениях,- движения по неправильной стороне велосипедных дорожек,- отсутствия света в темноте,
1.1.07-159-M,en,ru,What must you be prepared for here?,"The traffic sign indicates a rambler parking area, which means that people can walk across the roadway and vehicles can drive off or onto the parking area at any time.",People walking on the road,Oncoming vehicles turning left,Vehicles turning onto the road,,К чему здесь нужно быть готовым?,"Дорожный знак указывает на парковку для туристов/пешеходных маршрутов. Поэтому люди могут переходить проезжую часть, а транспортные средства — в любой момент выезжать с парковки или заезжать на неё.",Люди могут идти по дороге,Встречные транспортные средства могут поворачивать налево,Транспортные средства могут выезжать на дорогу,
1.1.07-160-M,en,ru,Why are you required to stop now?,"As you do not have a full view of the traffic situation and must give the cyclist the right of way, you must stop and carefully feel your way in.",Because of [the cyclist],Because the traffic situation is confusing,Because of the [yellow] truck,,Почему сейчас нужно остановиться?,"Поскольку Вы не имеете полного обзора дорожной ситуации и должны уступить велосипедисту, нужно остановиться и осторожно продвигаться вперёд.",Из-за [велосипедиста],Потому что дорожная ситуация неясна,Из-за [жёлтого] грузовика,
1.1.07-161-M,en,ru,You want to continue driving straight ahead. What is the correct course of action in this situation?,"You are coming from a priority road first. As there are no other traffic signs, right is before left. The red car is driving on your right and therefore has the right of way. 
The electric scooter does not have right of way, so to avoid an accident you should let it cross anyway.",I allow the [red] vehicle to turn,I allow the electric scooter to cross the road,I am the first to cross over the junction,,Вы хотите продолжить движение прямо. Как правильно поступить в этой ситуации?,"Сначала Вы выезжаете с дороги с приоритетом. Поскольку других знаков нет, действует правило «помеха справа». Красный автомобиль находится справа от Вас и поэтому имеет приоритет. Электросамокат приоритета не имеет, но чтобы избежать ДТП, его всё равно следует пропустить.",Я позволяю [красному] автомобилю повернуть,Я позволяю электросамокату пересечь дорогу,Я первым проезжаю перекрёсток,
1.1.07-162-M,en,ru,I want to re-join the road. What is the correct assessment of this situation?,"As the vehicle parked behind you is very large, you will only see vehicles coming from behind at a late stage and you yourself will only be recognised by other drivers at a late stage.",- drivers only see me late,- I only see vehicles late,- drivers give my priority in re-joining the road,,Я хочу снова выехать на дорогу. Как правильно оценить эту ситуацию?,"Поскольку припаркованный позади Вас автомобиль очень большой, Вы поздно увидите транспортные средства, приближающиеся сзади, и сами будете поздно замечены другими водителями.",- водители замечают меня поздно,- я сам поздно вижу транспортные средства,- водители дают мне приоритет при выезде на дорогу,
1.1.07-163,en,ru,Why is it dangerous to carry on driving past this accident scene?,"The traffic situation is unclear, sudden braking manoeuvres by gawpers and pedestrians crossing the road must be expected.",Because secondary accidents can occur,Because pedestrians can be overlooked,Because the traffic movement situation is unclear,,Почему опасно продолжать движение мимо этого места ДТП?,"Дорожная ситуация неясна; следует ожидать внезапных торможений со стороны любопытных водителей и пешеходов, переходящих дорогу.",Потому что могут произойти вторичные ДТП,Потому что пешеходов можно не заметить,Потому что дорожная ситуация неясна,
1.1.07-164-M,en,ru,What must you watch out for when turning right here?,"The cyclist has the right of way. When turning right, you must always pay attention to whether pedestrians or cyclists are approaching. They are allowed to cross the street in front of you. Use the rearview mirror and also look over your shoulder to be able to see the blind spot.",[For the cyclist],For oncoming traffic,For the motorbike,,На что нужно обратить внимание при повороте направо здесь?,"Велосипедист имеет приоритет. При повороте направо всегда нужно обращать внимание, приближаются ли пешеходы или велосипедисты. Они имеют право пересекать улицу перед Вами. Используйте зеркало заднего вида и также оглядывайтесь через плечо, чтобы увидеть слепую зону.",[На велосипедиста],На встречный транспорт,На мотоцикл,
1.1.07-165-M,en,ru,What is the right course of action now?,"The scooter does not seem to see you coming and takes the right of way. To avoid an accident, you must immediately perform emergency braking.",I perform an emergency stop,I pass quickly through the junction,I brake slightly,,Как правильно поступить сейчас?,"Водитель самоката, похоже, не видит Вас и не уступает право проезда. Чтобы избежать ДТП, необходимо немедленно выполнить экстренное торможение.",Я выполняю экстренное торможение,Я быстро проезжаю перекрёсток,Я слегка притормаживаю,
1.1.07-166-M,en,ru,What must you anticipate in this situation?,"Since the obstacle is on your side, you must wait in this case. In addition, the cyclist will overtake the parked car and therefore swerve to the left.",[The cyclist] will pull out to the left,Oncoming traffic,[The cyclist] will dismount to allow me to pass,,Чего следует ожидать в этой ситуации?,"Поскольку препятствие находится на Вашей стороне, в данном случае Вы должны подождать. Кроме того, велосипедист будет обгонять припаркованный автомобиль и поэтому сместится влево.",[Велосипедист] сместится влево,Встречного транспорта,"[Велосипедист] сойдёт с велосипеда, чтобы пропустить меня",
1.1.07-167,en,ru,You are driving through a tunnel. What special aspect applies here?,"In a tunnel, the emergency exits and SOS emergency telephones are clearly signposted and illuminated. In an emergency, you should use the facilities. You can easily be distracted by the different lighting, the lights of other road users and the much louder noises in the tunnel.",- I can be distracted by loud vehicle noise,"- the safety devices, like emergency exits and emergency telephones are signposted",- I can be distracted by lighting effects,,Вы едете через тоннель. Какая особенность действует здесь?,"В тоннеле аварийные выходы и телефоны SOS чётко обозначены и освещены. В экстренной ситуации следует использовать эти средства. Вас легко могут отвлечь другое освещение, свет других участников движения и значительно более громкие шумы в тоннеле.",- меня может отвлекать громкий шум транспортных средств,"- средства безопасности, такие как аварийные выходы и телефоны экстренной связи, обозначены знаками",- меня могут отвлекать световые эффекты,
1.1.07-168-M,en,ru,What is the right course of action now?,The vehicle that is still parked wants to enter the road and has obviously overlooked you. You should slow down to avoid an accident.,I brake,I swerve out to the left,I accelerate because I have priority,,Как правильно поступить сейчас?,"Транспортное средство, которое ещё стоит на парковке, хочет выехать на дорогу и, очевидно, не заметило Вас. Следует снизить скорость, чтобы избежать ДТП.",Я торможу,Я выезжаю влево,"Я ускоряюсь, потому что имею приоритет",
1.1.07-169-M,en,ru,What should you anticipate now?,"The [yellow] vehicle will stop, so you must be ready for the driver to open the door. The cyclist will probably move to the left to overtake the yellow vehicle. You must also expect the truck to drive off.",The driver of the [yellow] vehicle opens the driver-side door,The [blue] truck pulls out to the left,[The cyclist] pulls out to the left,,Чего следует ожидать сейчас?,"[Жёлтый] автомобиль остановится, поэтому нужно быть готовым к тому, что водитель откроет дверь. Велосипедист, вероятно, сместится влево, чтобы обогнать жёлтый автомобиль. Также нужно ожидать, что грузовик начнёт движение.",Водитель [жёлтого] автомобиля откроет водительскую дверь,[Синий] грузовик выедет влево,[Велосипедист] сместится влево,
1.1.07-170,en,ru,You are driving on a section of road where a traffic jam has been reported. What is the right course of action?,"You should be extra attentive on curves and before hilltops, because the traffic situation is difficult to see. You should also continue to follow the traffic reports.",I continue to follow the traffic reports,I take particular care when driving around bends and on the approach to summits,I apply the emergency brake assist to safely stop before the tail end of the traffic jam,,"Вы едете по участку дороги, где сообщали о заторе. Как правильно поступить?","На поворотах и перед вершинами подъёмов нужно быть особенно внимательным, потому что дорожную ситуацию трудно увидеть. Также следует продолжать следить за дорожными сообщениями.",Я продолжаю следить за дорожными сообщениями,Я проявляю особую осторожность в поворотах и при подъезде к вершинам подъёмов,"Я включаю ассистент экстренного торможения, чтобы безопасно остановиться перед концом затора",
1.1.07-171,en,ru,Why are you required to stop now?,"The ""Give way"" sign in combination with the additional bicycle sign shows you that you must pay attention to possible cyclists and give them the right of way. Therefore, you must now stop and let the cyclist pass.",Because of the cyclist,Because of the pedestrians,Because of the truck,,Почему сейчас нужно остановиться?,"Знак «Уступите дорогу» вместе с дополнительным знаком велосипеда показывает, что нужно обращать внимание на возможных велосипедистов и уступать им дорогу. Поэтому сейчас нужно остановиться и пропустить велосипедиста.",Из-за велосипедиста,Из-за пешеходов,Из-за грузовика,
